bvd_id,guo
NL08153574,NL41028478
NL08153621,NL06021499
NL08153647,NL06090852
NL08153661,NL60187344
NL08153692,WW*110298659959
NL08153803,NL51476088
NL08154102,NL75825686
NL08154280,WW*110298659963
NL08154458,NL08154940
NL08154476,NL68591128
NL08154558,NL06068259
NL08154562,NL06068215
NL08154564,NL67271391
NL08154747,NL08001597
NL08154767,US*B000080619
NL08154892,NL54321859
NL08154961,NL08154911
NL08155089,NL09189373
NL08155257,NL08077372
NL08155476,NL06084385
NL08155584,NL08155506
NL08156057,NL06055745
NL08156101,NL06084385
NL08156145,NL06084385
NL08156245,IN30416FI
NL08156412,NL38015954
NL08156460,NL06055745
NL08156579,NL08175907
NL08156609,NL41032363
NL08156999,LULB132987
NL08157255,NL08156559
NL08157349,NL05065519
NL08157489,NL54712580
NL08158039,NL41029302
NL08158106,NLC2-218026
NL08158301,NL66561574
NL08158363,WW*110298659989
NL08158662,NL06068215
NL08158906,NL08158183
NL08159088,NL41040843
NL08159125,NL59224908
NL08159256,NL64782441
NL08159522,NL09205360
NL08159523,NL09205360
NL08159524,NL08150064
NL08159583,NL08159587
NL08159590,NL08109324
NL08159691,NL06055745
NL08159699,NL38021054
NL08159741,NL06080349
NL08159877,WW*110298659631
NL08159878,WW*110298659631
NL08160009,NL08146434
NL08160073,NL71702237
NL08160088,NL08150064
NL08160328,WW*110298659996
NL08160337,NL54169844
NL08160446,NL53193415
NL08160478,NL08110131
NL08160542,NL08141995
NL08161278,AUC144-65122202
NL08161388,NL08161756
NL08161654,NL09205465
NL08161754,NL08161756
NL08161804,WW*110298659717
NL08161915,NL06065949
NL08162277,NL08081845
NL08162280,NL08081845
NL08162342,NL06084385
NL08162360,NL57687463
NL08162404,NL06084385
NL08162449,NL41030309
NL08162666,NL06045666
NL08163180,NL06084385
NL08163279,NL54556139
NL08163489,WW*110298659691
NL08163609,WW*110298659592
NL08163833,NL41029302
NL08163946,NL66662338
NL08164134,NL72113340
NL08164234,WW*110298660015
NL08164363,NL59810432
NL08164426,BZ75546R
NL08164458,NL41029302
NL08164497,NL08187280
NL08164721,NL68074514
NL08164862,NL08050158
NL08164923,NL08158608
NL08164965,NL75593157
NL08164970,NL06049393
NL08165083,NL*908405293
NL08165291,NL72139536
NL08165336,WW*110298659577
NL08165621,NL41051850
NL08165654,KYLEI1430858
NL08165655,SG*J00S4601
NL08165734,NL61594016
NL08165748,NL72906162
NL08165937,NL08186249
NL08166000,NL08187280
NL08166034,NL*908405293
NL08166103,NL06065949
NL08166269,NL72015845
NL08166351,NL06084385
NL08166355,NL06084385
NL08166358,NL06084385
NL08166359,NL06084385
NL08166436,NL08172433
NL08166438,NL74893947
NL08166448,NL41245351
NL08166459,NL14084347
NL08166559,NL08172708
NL08166605,NL08173351
NL08166631,NL53920783
NL08166707,NL06023548
NL08166777,WW*110298660029
NL08166999,NL08164091
NL08167026,WW*110298658983
NL08167076,NL08167194
NL08167101,LU*D00436360
NL08167142,NL08068322
NL08167177,NL30204915
NL08167671,NL32128671
NL08168044,WW*110298659989
NL08168092,NL08168102
NL08168119,NL08168102
NL08168128,NL08168102
NL08168400,YY*110187840378
NL08168444,NL51476088
NL08168608,NL69083398
NL08168662,NL70983658
NL08168703,NL72520396
NL08168871,NL57014787
NL08169286,NL06058133
NL08169366,NL08174805
NL08169555,NL08169949
NL08169626,NL31046764
NL08169693,NL06055745
NL08169875,NL08084210
NL08169963,NL27261461
NL08169972,NL66317495
NL08170076,NL08169985
NL08170124,NL05074444
NL08171162,NL08141036
NL08171252,WW*4000000047632
NL08171283,NL*110298659221
NL08171362,WW*110298660046
NL08171394,NL06084385
NL08171406,NL06084385
NL08171732,NL71239294
NL08171942,NL64881938
NL08172015,US350257090
NL08172038,NL76659763
NL08172042,LULB207615
NL08172043,LULB207615
NL08172046,LULB207615
NL08172090,JP5010001008771
NL08172203,GB*110178443371
NL08172236,NL09180423
NL08172659,NL41130317
NL08172660,NL08173160
NL08172742,NL08210762
NL08172995,NL05044453
NL08173074,NL64881938
NL08173174,NL08185498
NL08173187,NL58175210
NL08173241,WW*110298668511
NL08173460,NL05045358
NL08173469,WW*110298660057
NL08173480,NL63603527
NL08173643,NL55329810
NL08173715,CYC179720
NL08174452,NL74828150
NL08174473,NL08174471
NL08174566,NL76845532
NL08174720,CN*D00427153
NL08174753,NL51498952
NL08174787,AE0048989208
NL08174813,US*D00438775
NL08174825,NL30246301
NL08174850,AE0048989208
NL08174959,NL08174952
NL08175052,IL30765GE
NL08175384,CW*D00430421
NL08175546,NL06049393
NL08175600,US350257090
NL08175635,NL08175626
NL08175741,SE5568192321
NL08175804,NL62197975
NL08175822,NL*110298659221
NL08175823,NL*110298659221
NL08175825,NL*110298659221
NL08175836,NL59459352
NL08175876,NL64971325
NL08175985,NL08178308
NL08176265,NL08173390
NL08176305,NL63258722
NL08176358,NL59081767
NL08176483,WW*110298659273
NL08176486,WW*110298659275
NL08176607,WW*110298660078
NL08176678,NL05067755
NL08176725,NL67638244
NL08176864,NL08182753
NL08176874,NL08182753
NL08176907,NL08176905
NL08177071,NL08216425
NL08177095,NL06055745
NL08177101,WW*110298659281
NL08177139,NL05074033
NL08177348,NL08179282
NL08177586,NL08112117
NL08177693,NL08178083
NL08177723,NL64881938
NL08178081,NL*908405293
NL08178231,NL64881938
NL08178264,NL08166142
NL08178582,NL61837385
NL08178681,NL74893947
NL08178685,NL74893947
NL08178723,NL*908405293
NL08179273,NL41039435
NL08179437,NL06083595
NL08179754,WW*110298660099
NL08180071,NL70259828
NL08180260,NL70259828
NL08180341,NL08072561
NL08180470,NL06084385
NL08180907,NL05067785
NL08181059,NL39077987
NL08181264,WW*110298660007
NL08181495,NL08193172
NL08181837,NL73266132
NL08181970,NL08131345
NL08182081,NL57596212
NL08182124,WW*110298659175
NL08182236,NL01063822
NL08182316,NL54143675
NL08182476,WW*110298660107
NL08182599,NL08077821
NL08182849,NL06084385
NL08182852,NL06084385
NL08182854,NL06084385
NL08182888,NL06084385
NL08183047,NL08180627
NL08183092,NL06058017
NL08183405,NL66816955
NL08183952,NL76158527
NL08184045,NL08148258
NL08184152,NL28095133
NL08184340,NL08147893
NL08184344,NL05081211
NL08184365,NL*908405293
NL08184567,NL08135424
NL08184772,FR542107651
NL08184921,NL08143085
NL08185138,GBGG53021
NL08185182,NL30046259
NL08185325,NL72037997
NL08185525,NL02045200
NL08185552,NL30046259
NL08185600,NL08068673
NL08186253,NL08186247
NL08186497,WW*110298659946
NL08186647,NL08186644
NL08186648,NL08186644
NL08186662,NL05070630
NL08186832,NL08186818
NL08187121,NL08099539
NL08187140,NL08081845
NL08187176,NL51395991
NL08187304,NL55704662
NL08187513,WW*110298660128
NL08187614,NL06070327
NL08187628,NL06070327
NL08187912,NL08101835
NL08188520,NL08090219
NL08188889,NL08059926
NL08188966,NL08188957
NL08189273,NL06055745
NL08189295,NL08100063
NL08189302,NL76158527
NL08189786,WW*110298659068
NL08190028,NL08186309
NL08190481,WW*110298660134
NL08190551,NL59081767
NL08191152,NL05038477
NL08191591,US*D00436379
NL08191920,NL77494970
NL08191995,NL38011794
NL08192252,WW*110298660139
NL08193147,NL41051761
NL08193750,NL08164000
NL08194162,NL05085495
NL08194373,NL08197579
NL08194437,NL08195873
NL08195150,IN30081FI
NL08196184,NL08196180
NL08197077,NL08197099
NL08197119,KZ*110179852508
NL08197490,NL08198382
NL08198007,NL08198011
NL08198163,NL05073846
NL08198308,NL06031899
NL08198629,NL51048329
NL08198661,WW*110298660152
NL08198704,NL08199781
NL08198829,NL68695721
NL08198879,NL08112117
NL08198904,NL08112117
NL08198943,NL41035334
NL08199888,NL51780887
NL08200122,NL51780887
NL08200204,NL09150037
NL08200255,NL08092953
NL08200284,NL08200280
NL08200534,NL57849153
NL08200710,NL08199781
NL08201039,NL08184400
NL08201051,NL08184400
NL08201081,NL08201075
NL08201417,NL06083121
NL08202256,NL09080297
NL08202426,NL08175007
NL08202551,NL08202543
NL08203198,NL71599029
NL08203334,NL08134314
NL08203350,DELEI568342
NL08204397,NL05082376
NL08204471,NL55435963
NL08204634,NL08148982
NL08205026,NL69083398
NL08205138,NL08205019
NL08205484,NL08205019
NL08205574,NL05074033
NL08205803,NL08205798
NL08205995,NL59826525
NL08207183,NL06091861
NL08207433,NL51509008
NL08207444,NL41028478
NL08207866,NL56760248
NL08208251,NL*110298660167
NL08208818,NL50499033
NL08209086,NL08209100
NL08209792,NL06084385
NL08210785,NL41245351
NL08211072,NL*908405293
NL08211120,NL09054736
NL08211238,NL30204915
NL08211674,NL67654975
NL08211937,NL08159587
NL08212084,WW*110298672580
NL08212229,NL75721546
NL08212557,NL33276877
NL08212686,NL08004670
NL08213105,NL67067808
NL08213107,NL68647018
NL08213113,NL67067808
NL08213242,NL08213239
NL08213250,NL69206872
NL08213693,NL09077241
NL08214212,NL06073381
NL08214749,NL08184400
NL08214771,NL06063493
NL08214811,WW*110298660180
NL08214818,WW*110298660181
NL08214824,WW*110298660182
NL08215454,NL66192633
NL08215487,NL41039422
NL08215622,NL08061606
NL08215857,NL08176480
NL08215926,NL54115477
NL08215953,NL08184400
NL08216030,NL64750353
NL08216235,NL41042172
NL08216682,NL09211325
NL08217913,NL08217909
NL08218120,NL08178484
NL08218257,NL75365421
NL08218364,NL08133326
NL08218874,WW*110298659427
NL08219051,NL*904646917
NL08219356,NL08226879
NL08219621,NL08152666
NL08219934,ESA81939209
NL08219959,LULB166041
NL08220350,NL05069528
NL08220826,NL08214189
NL08221204,NL08166302
NL08221366,NL08220992
NL08221397,DE4250003300
NL08221576,NL08173137
NL08221758,NL05078403
NL08222986,NL08181522
NL08223517,NL67090575
NL08223609,NL*908405293
NL08223613,NL71516751
NL08223658,NL72141549
NL08223836,NL50130536
NL08223841,NL64566579
NL08224421,NL41177414
NL08225196,NL75066793
NL08225198,NL75066793
NL08225605,DK20096098
NL08225767,NL08225519
NL08225776,NL08225519
NL08225787,NL70259828
NL08225900,NL*908405293
NL08225908,NL*908405293
NL08226197,NL68798741
NL08708472,NL53062353
NL08714158,NL08193789
NL08716001,WW*110298660205
NL08718383,NL08112434
NL08718724,NL66818591
NL08719221,NL41035588
NL08722363,NL08013588
NL08722517,NL09197953
NL08723322,NL08183629
NL08723611,NL30046259
NL08724616,NL08024617
NL08818117,NL05064374
NL08821418,NL08074595
NL08823132,NL32080478
NL08823179,NL41039890
NL08824581,NL06083702
NL09000162,NL72080051
NL09003085,NL09109461
NL09003545,LU*D00436360
NL09003864,NL09113422
NL09004053,US221918501
NL09004469,BE0667913294
NL09005662,NL29046825
NL09005886,NL09132498
NL09006404,NO911177781
NL09006534,US452831199
NL09006552,NL41048181
NL09007876,NL09157801
NL09008313,NL33161062
NL09008683,NL41053003
NL09008783,NL09133851
NL09009913,NL09162668
NL09010290,WW*110298660214
NL09010772,NL09104642
NL09011204,NL09101673
NL09011382,NL09007809
NL09011500,NL41049993
NL09011700,NL09077043
NL09011871,NL09131965
NL09012580,NL08148078
NL09013033,NL30168946
NL09013696,NL09199283
NL09013731,NL76886735
NL09014652,NL64789853
NL09014726,NL08165776
NL09014729,NL09187481
NL09014771,NL09099225
NL09015957,NL55636160
NL09016995,CHCHE103867266
NL09017901,NL73190209
NL09019888,NL09176596
NL09021682,NL09065265
NL09022494,GB*110193455148
NL09022731,NL65111230
NL09022792,NL71545697
NL09022883,DE7150000030
NL09023040,NL09115357
NL09023092,WW*110298669049
NL09024566,NL09159510
NL09024586,NL09125017
NL09024633,NL09135969
NL09025084,NL23032525
NL09025589,NL09070941
NL09027373,NL41049362
NL09028236,NL09179244
NL09028362,NL72711078
NL09028411,NL01123371
NL09028630,NL41048181
NL09028797,NL09140097
NL09028805,NL09140097
NL09028839,NL09176141
NL09028905,NL41049362
NL09028930,NL09125690
NL09029160,NL09085001
NL09029390,NL09161417
NL09030160,NL09050876
NL09030338,WW*110298660228
NL09030673,NL09199283
NL09031040,WW*110298660585
NL09031218,NL23067998
NL09031277,NL09020500
NL09031387,NL41053436
NL09031421,NL09018339
NL09031990,NL32080478
NL09032022,NL09048942
NL09032181,NL54784247
NL09032399,NL09007809
NL09032522,NL41052326
NL09032523,NL41052326
NL09032574,US*D00433212
NL09032738,NL62094440
NL09033022,IS6204830369
NL09033765,NL69011265
NL09034047,NL*Z00018989
NL09034639,NL17194420
NL09034734,NL41049539
NL09034915,NL09020500
NL09035192,NL09057449
NL09035262,NL77642481
NL09035449,NL74893947
NL09035606,BE0877991342
NL09035762,DE8250359021
NL09036026,NL09148719
NL09036081,NL08081845
NL09036089,NL09070941
NL09036151,NL09020500
NL09036158,NL70368716
NL09036432,NL55636160
NL09036480,DE5390030301
NL09036504,NL09051284
NL09036720,NL09020500
NL09037124,NL76604950
NL09037281,NL30058019
NL09037318,TRC23474334730
NL09037485,NL59175850
NL09037523,NL09190369
NL09037528,NL09020500
NL09037735,NL09035710
NL09038400,NL41049362
NL09038501,NL09157801
NL09038699,NL75224267
NL09038884,WW*110298660296
NL09039060,WW*110298660228
NL09039351,NL09155767
NL09039552,NL58216197
NL09040045,NL41052326
NL09040071,NL09055142
NL09040340,NL09048148
NL09040622,NL41049362
NL09040821,NL*908405293
NL09041024,NL06085493
NL09041034,NL09178569
NL09041045,NL09045630
NL09041157,NL29046825
NL09041198,NL09153806
NL09041293,NL66027276
NL09041303,NL56510969
NL09041351,DE7150000030
NL09041401,NL73190209
NL09042100,NL09132639
NL09042171,DE5410248392
NL09042228,NL24481574
NL09042242,NL09093581
NL09042565,NL08119968
NL09042567,WW*110298660228
NL09042723,IE433527
NL09042798,DE5390030301
NL09042841,NL09125017
NL09042920,NL09135268
NL09042921,NL41051670
NL09043258,NL17124777
NL09043389,NL09045630
NL09043390,NL09059350
NL09043590,NL09140097
NL09043750,NL09112052
NL09043961,NL61114758
NL09044025,NL09199516
NL09044105,NL09133380
NL09044638,NL62152106
NL09044696,NL09134634
NL09044760,NL09132489
NL09044761,NL09132489
NL09044886,NL61114758
NL09044993,NL52067831
NL09045206,NL09083007
NL09045274,NL09106362
NL09045592,NL52103625
NL09045595,NL09187481
NL09045660,NL56639511
NL09045749,NL09161072
NL09045861,NL63513277
NL09046034,NL*908405293
NL09046069,NL09166485
NL09046109,NL09147837
NL09046406,NL55476821
NL09046451,JP2140001028215
NL09047024,NL73379956
NL09047255,NL32080478
NL09047262,NL08111514
NL09047432,NL09018060
NL09047541,TRC23474334730
NL09047632,NL10038890
NL09047902,NL09132489
NL09047921,WW*906428785
NL09047960,NL41025444
NL09047992,NL09140942
NL09047993,NL*B000101459
NL09048027,NL09113268
NL09048111,WW*1151597094
NL09048673,NL09052033
NL09048710,NL09178569
NL09048982,NL41058740
NL09049042,NL09112052
NL09049045,NL52416720
NL09049098,NL55419496
NL09049129,NL32102347
NL09049671,NL09103956
NL09049835,NL67985440
NL09049836,NL29046825
NL09049993,NL09020500
NL09050019,NL63873176
NL09050043,NL61114758
NL09050082,NL09003253
NL09050141,NL63384876
NL09050167,NL61114758
NL09050382,NL08097203
NL09050440,NL09151579
NL09050484,KY*B000112292
NL09050559,NL41050665
NL09050594,NL09143325
NL09050597,NL64561631
NL09050935,NL41052326
NL09051021,NL09187481
NL09051052,NL52067831
NL09051205,NL73554812
NL09051328,NL09056813
NL09051334,NL08065371
NL09051376,NL74376489
NL09051635,NL09170987
NL09051677,NL68710801
NL09051787,NL09096204
NL09051970,NL09058912
NL09051989,NL09125690
NL09051994,NL09051995
NL09052075,NL09127748
NL09052268,NL09133851
NL09052520,WW*110298660237
NL09052742,NL09083302
NL09052766,NL41048609
NL09052935,NL09199283
NL09052936,NL09199283
NL09052974,IE595593
NL09053020,NL08080175
NL09053037,NL61114758
NL09053337,NL09074654
NL09053413,NL09112052
NL09053580,NL08056763
NL09053585,NL66027276
NL09053723,NL41052326
NL09053724,NL41052326
NL09053757,NL09051284
NL09053912,NL24165160
NL09053950,WW*110298669049
NL09053968,NL09053969
NL09053970,NL09053969
NL09053971,NL09087862
NL09054161,NL52067831
NL09054289,NL09178626
NL09054506,NL52067831
NL09054966,NL55278388
NL09055284,NL09151356
NL09055453,NL34257986
NL09055554,NL09132518
NL09055727,NL41053357
NL09055836,US132833430L
NL09055945,NL09064934
NL09055983,NL09188423
NL09056064,NL09062255
NL09056067,NL56510969
NL09056126,NL09050140
NL09056127,NL09125690
NL09056128,NL41051454
NL09056171,NL09125690
NL09056238,NL41049362
NL09056259,NL09106507
NL09056533,NL09143325
NL09056542,NL41053623
NL09056544,WW*110298660242
NL09056651,NL75224267
NL09056652,NL75224267
NL09056777,NL24165160
NL09056940,NL61889105
NL09056942,NL41188194
NL09056978,NL09131965
NL09057055,NL09125690
NL09057273,NL09057128
NL09057332,NL30072858
NL09057473,NL08039669
NL09057487,NL09138556
NL09057636,WW*110298660243
NL09057729,NL24473470
NL09057761,NL64074676
NL09057788,NL09098330
NL09057795,NL08158608
NL09057981,NL68496680
NL09058029,NL72040432
NL09058243,US580254510
NL09058324,NL72807180
NL09058354,NL34278041
NL09058421,NL64395529
NL09058423,NL09160184
NL09058948,NL09112052
NL09058973,NL76635384
NL09059027,NL32105482
NL09059056,NL52067831
NL09059964,NL33183251
NL09060127,NL41049785
NL09060188,NL09117821
NL09060258,NL59069775
NL09060322,NL09062747
NL09060593,NL62144049
NL09060696,NL09158513
NL09060844,NL41154419
NL09060853,NL09031203
NL09061049,NL41053103
NL09061529,NO910747711
NL09061627,WW*110298660252
NL09061659,NL41050930
NL09061759,NL09133851
NL09061770,NL11054897
NL09061960,NL41051643
NL09062025,NL08130216
NL09062099,NL09187481
NL09062408,NL41183600
NL09062425,NL66029252
NL09062462,NL51476088
NL09062489,NL41052151
NL09062607,NL41050163
NL09062759,NL09050140
NL09063022,NL41047758
NL09063038,NL09140161
NL09063240,NL41049362
NL09063458,NL41040412
NL09063504,NL*908405293
NL09063589,NL09141926
NL09063642,NL09161794
NL09063686,NL57382662
NL09063800,NL64088081
NL09063826,NL09132755
NL09063853,NL09170987
NL09063855,US123120963L
NL09063856,US123120963L
NL09063959,NL09125690
NL09064263,NL41049362
NL09064532,NL09090332
NL09064633,NL*Z00018989
NL09064757,NL09199283
NL09064780,WW*110298663383
NL09064791,NL32095766
NL09065076,NL09156044
NL09065252,FR955501036
NL09065276,NL09073975
NL09065291,NL09065265
NL09065322,NL52869938
NL09065419,NL67517870
NL09065446,WW*110298660237
NL09065576,NL*917071766
NL09065766,NL09070396
NL09065933,NL09182006
NL09066271,NL71239294
NL09066633,NL09049402
NL09066718,NL64782441
NL09066816,FR*110193363549
NL09067076,WW*110298661404
NL09067084,NL41053341
NL09067126,CHCHE100284341
NL09067130,NL09067129
NL09067196,NL54387345
NL09067285,NL09112052
NL09067366,NL30196055
NL09067545,NL34065548
NL09067625,NL09143325
NL09067632,NL52154181
NL09067645,NL27118912
NL09067823,NL09132742
NL09067968,NL41050511
NL09068022,NL09176141
NL09068035,NL09080905
NL09068062,NL09170987
NL09068068,NL73190209
NL09068466,NL09160184
NL09068548,NL06045666
NL09068636,NL09010550
NL09068660,NL09084898
NL09068724,NL09039767
NL09068985,NL09070941
NL09069193,NL30058019
NL09069201,NL08047254
NL09069641,NL09050876
NL09069887,NL09163210
NL09069927,NL09122306
NL09069943,NL71638024
NL09070013,NL64026019
NL09070074,NLCP3294045
NL09070307,NL09112052
NL09070308,NL09112052
NL09070309,NL09112052
NL09070338,NL09028929
NL09070365,NL05079589
NL09070459,NL09003253
NL09070592,NL09038335
NL09070710,BE0453088582
NL09070722,NL08077699
NL09070849,NL52067831
NL09070890,NL55119433
NL09070958,NL41053085
NL09071124,CW*D00348739
NL09071239,NL74576011
NL09071293,CW*D00348739
NL09071363,NL09051284
NL09071434,NL58342583
NL09071438,NL02083628
NL09071492,NL41051454
NL09071560,NL17171111
NL09071567,NL66706467
NL09071784,BECP3338835
NL09071869,NL09071867
NL09072291,PH*110166317939
NL09072482,NL*908271686
NL09072483,NL61782866
NL09072531,NL09045630
NL09072685,NL09084898
NL09072766,NL09148719
NL09072951,NL32101881
NL09073010,DE*110191604302
NL09073057,NL51584085
NL09073181,WW*110298660677
NL09073461,NL70361487
NL09073506,NL41029179
NL09073590,NL30058019
NL09073602,NL*908405293
NL09073664,NL41052563
NL09073782,NL09134013
NL09073784,NL41083959
NL09074050,GBSC077438
NL09074409,WW*110298660279
NL09074465,NL09171793
NL09074496,NL30058019
NL09074671,LULB166230
NL09074826,NL09061409
NL09074858,NL58216197
NL09074925,NL58333762
NL09075357,NL09092433
NL09075402,WW*110298660283
NL09075471,NL09166485
NL09075599,NL50744070
NL09075620,NL60980583
NL09075622,NL60980583
NL09075665,NL41051702
NL09075718,NL*908405293
NL09075928,NL09059993
NL09076025,US123120963L
NL09076031,NL09109396
NL09076488,NL09134379
NL09076504,NL41051999
NL09076674,BE0812100826
NL09076739,NL54983746
NL09076762,NL09072195
NL09076908,NL41051257
NL09076981,NL50725610
NL09077014,NL67109829
NL09077349,NL09133703
NL09077440,NL41049362
NL09077540,NL09199199
NL09077778,LULB88948
NL09077931,NL30139207
NL09077959,NL30088888
NL09077979,MY*110298663335
NL09078044,NL09077518
NL09078087,CW*D00416741
NL09078204,NL41053430
NL09078230,NL09072195
NL09078252,NL65615085
NL09078450,US*D00417714
NL09078548,NL69473706
NL09078701,NL69473706
NL09078819,NL41052326
NL09078906,NL75236095
NL09078916,NL09076452
NL09079096,NL09178626
NL09079152,NL09161794
NL09079218,NL08088092
NL09079400,NL09083547
NL09079819,NL62311778
NL09079909,NL53530756
NL09080344,US621721435
NL09080439,FR*D00435678
NL09080547,NL09054736
NL09080752,NL09077241
NL09080795,NL41052326
NL09080807,NL20154902
NL09080946,NL09057128
NL09081106,NL08186446
NL09081443,NL09079968
NL09081455,NL09110875
NL09081570,NL09044920
NL09081705,NL35024885
NL09081712,NL09153806
NL09081744,NL09155767
NL09081788,WW*110298660239
NL09081805,NL09096204
NL09081819,NL05060834
NL09081948,NL41049362
NL09081956,NL09082059
NL09081991,NL69987041
NL09082012,NL30088888
NL09082049,NL57382662
NL09082060,NL32101881
NL09082117,NL09134654
NL09082139,NL06078708
NL09082188,NL41055673
NL09082196,NL64026019
NL09082238,NL09133851
NL09082273,NL09078028
NL09082431,NL09143900
NL09082474,NL51371634
NL09082544,NL27135853
NL09082579,WW*110298660296
NL09082664,CWLEI655806
NL09082984,NL09109117
NL09083033,NL09114043
NL09083095,NL09096204
NL09083143,NL41216932
NL09083317,NL*J00S1210
NL09083393,NL12023149
NL09083432,NL23032525
NL09083447,NL08150807
NL09083482,NL09198954
NL09083492,NL30088888
NL09083537,NL09170987
NL09083676,US*D00428319
NL09083698,NL09096204
NL09083699,NL09127748
NL09083784,NL09220666
NL09084010,NL17225660
NL09084085,NL09139129
NL09084109,NL74439731
NL09084163,NL02069326
NL09084214,NL30088888
NL09084232,WW*110298659582
NL09084332,FR443837331
NL09084345,NL20089982
NL09085218,NL09057451
NL09085236,WW*110298660302
NL09085345,NL09125690
NL09085362,NL09051101
NL09085567,NL09064934
NL09085669,NL69473706
NL09085713,NL41052304
NL09085727,NL62205927
NL09085769,WW*110298660306
NL09085904,NL17081015
NL09086134,WW*110298660307
NL09086280,NL09122024
NL09086536,NL09173155
NL09086557,NL09104893
NL09086570,NL30088888
NL09086817,NL01155410
NL09086895,NL09125690
NL09086924,NL09159867
NL09086956,NL56820887
NL09086961,NL09124731
NL09087214,DE*D00431811
NL09087268,NL27168968
NL09087596,US341598949
NL09087711,NL09087708
NL09087794,NL09125690
NL09087948,NL09187481
NL09088009,NL09010550
NL09088444,NL22051820
NL09088623,BECP3338835
NL09088637,NL73752495
NL09088640,NL56037627
NL09088709,NL09100438
NL09088823,NL33288886
NL09088933,NL13038293
NL09089058,NL09132532
NL09089062,NL55590616
NL09089100,NL33208747
NL09089300,NL09148719
NL09089348,US126054559L
NL09089349,NL37082135
NL09089394,NL09036025
NL09089423,NL09036025
NL09089603,NL09125690
NL09089628,NL23032525
NL09089754,NL31050160
NL09089766,NL41046735
NL09090142,US123120963L
NL09090143,US123120963L
NL09090188,NL41053085
NL09090289,NL09066002
NL09090373,NL09055142
NL09090452,NL18069651
NL09090461,NL09112052
NL09090495,NL76886735
NL09090507,NL09075242
NL09090801,NL30050563
NL09090803,NL09047235
NL09090842,NL09167117
NL09090922,NL09133851
NL09090963,NL17181287
NL09091311,NL09114247
NL09091335,NL09170987
NL09091359,CW*D00425774
NL09091450,NL62311778
NL09091654,LU*110229069034
NL09091656,NL08112949
NL09091665,NL24389035
NL09091734,NL09047957
NL09091735,NL09188594
NL09091867,US221918501
NL09091868,US221918501
NL09091964,NL*908405293
NL09092028,NL*908405293
NL09092085,NL09051284
NL09092178,WW*110298660325
NL09092180,NL58216197
NL09092270,NL32095110
NL09092481,NL09092488
NL09092517,NL09109468
NL09092520,NL09034800
NL09092577,NL73379956
NL09092590,NL09092587
NL09092591,NL09092592
NL09092595,NL09091445
NL09092730,NL09086186
NL09092741,WW*110298660643
NL09092783,NL09136713
NL09092878,NL09048942
NL09093007,NL68496184
NL09093099,NL09125713
NL09093177,US390394230
NL09093200,NL09101882
NL09093825,US221918501
NL09093855,NL30178045
NL09093953,NL09010550
NL09094045,NL41049808
NL09094052,NL09117821
NL09094117,NL41053194
NL09094160,NL58656871
NL09094217,NL24295103
NL09094378,NL02332631
NL09094420,NL*905637112
NL09094474,NL09195734
NL09094513,NL09014230
NL09094531,NL55476821
NL09094576,WW*110298660333
NL09094989,NL09147507
NL09095058,WW*110298660336
NL09095239,NL09127748
NL09095361,CA*D00438144
NL09095444,NL52869938
NL09095720,NL09114043
NL09095736,NL09040328
NL09095796,NL09119298
NL09095811,NL09039017
NL09095895,NL09132489
NL09095910,GI*D00426357
NL09096032,NL63513277
NL09096140,NL09110875
NL09096318,NL73190209
NL09096457,NL30058019
NL09096469,NL68268955
NL09096527,NL71545697
NL09096808,NL08077000
NL09096828,WW*110298660342
NL09096906,WW*110298661404
NL09096956,NL62252402
NL09097140,NL18047732
NL09097182,SE2021003831
NL09097334,NL09023215
NL09097565,US134151777
NL09097786,NL09170987
NL09097829,NL09199150
NL09097852,NL62094440
NL09097934,NL09112052
NL09097935,NL09112052
NL09097972,NL09065270
NL09097991,NL09097990
NL09098036,NL73379956
NL09098067,NL09131965
NL09098068,NL09131965
NL09098099,NL70689946
NL09098138,NL63157764
NL09098145,NL32105482
NL09098294,NL41051999
NL09098410,NL54387345
NL09098421,NL30221977
NL09098427,WW*110298660350
NL09098429,WW*110298660350
NL09098716,NL10033338
NL09098858,NL22051820
NL09098930,NL09207867
NL09099537,NL31037120
NL09099608,NL09086186
NL09099799,NL*905634574
NL09100027,NL09099021
NL09100042,NL09112052
NL09100044,NL09112052
NL09100049,US221918501
NL09100098,BECP3338835
NL09100221,NL41040843
NL09100247,NL11057769
NL09100288,NL09175172
NL09100456,NL51445611
NL09100464,NL09109461
NL09100466,NL09109461
NL09100480,NL33183251
NL09100546,NL75120607
NL09100891,NL70307806
NL09100956,FR542107651
NL09100980,US462286804
NL09101119,NL54297257
NL09101272,SE2021003831
NL09101497,NL56820887
NL09101828,NL33235966
NL09102161,NL09109801
NL09102225,NL09124359
NL09102366,NL09115239
NL09102368,NL51475707
NL09102448,NL75331403
NL09102540,NL09056893
NL09102545,CW*L000000021378
NL09102591,NL09057128
NL09102634,FR*J00S1080
NL09102663,NL09052033
NL09102669,NL09048942
NL09102745,NL09102744
NL09102759,NL76256642
NL09103022,NL09156843
NL09103369,NL40122419
NL09103371,NL40122419
NL09103398,NL09087522
NL09103820,GB*D00438295
NL09103902,NL72662581
NL09104259,NL09011968
NL09104351,NL34108286
NL09104487,NL09106959
NL09104512,NL09132489
NL09104609,NL09104642
