bvd_id,company_adddress
NL06090447,7555SK | 10
NL06090449,7555SK | 10
NL06090530,7461BV | 14
NL06090652,7556BN | 400
NL06090686,2289DJ | 14
NL06090770,7681CE | 40
NL06090792,7475NJ | 1
NL06090851,7556BM | 110
NL06090852,7556BM | 110
NL06090853,7556BM | 110
NL06090907,7462VR | 20
NL06090972,7627LA | 3
NL06091004,7559RA | 2
NL06091045,7556BN | 21
NL06091047,7556BN | 21
NL06091081,7542CR | 13
NL06091100,7442TH | 9
NL06091139,5521DK | 1
NL06091308,7642ND | 27
NL06091487,7461TR | 8
NL06091518,7554NG | 31
NL06091550,7602KJ | 237
NL06091594,7555SJ | 5
NL06091687,7556BN | 400
NL06091689,7678VK | 6
NL06091701,2343JD | 1
NL06091732,7642CX | 2
NL06091861,7521PS | 10
NL06091862,7521PS | 10
NL06091866,7631AB | 71
NL06091873,7551KW | 1
NL06092023,7161EB | 29
NL06092128,7461TR | 8
NL06092130,7461TR | 8
NL06092243,7461TR | 8
NL06092492,7461TW | 2
NL06092521,7521PR | 28
NL06092522,7521PR | 28
NL06092524,7631BC | 15
NL08000030,3881BS | 34
NL08000163,7314AG | 59
NL08002152,7345CR | 51
NL08002579,8071RB | 31
NL08003542,7325WC | 10
NL08003909,7317AW | 41
NL08003925,3861AJ | 2
NL08004670,8161PM | 2
NL08005010,8253PT | 2
NL08005560,7325WC | 20
NL08006063,3847LA | 7
NL08006261,7311PD | 46
NL08006360,3848DV | 278
NL08007090,8071CT | 20
NL08007168,3862WJ | 6
NL08007178,1613AG | 26
NL08007332,6961EJ | 21
NL08007456,7251AK | 2
NL08007802,6961LB | 22
NL08007803,7207NR | 14
NL08007850,8171LV | 93
NL08007873,8161NW | 32
NL08007928,7327AD | 15
NL08008157,7251BH | 11
NL08008425,8256SB | 13
NL08008669,8081LC | 10
NL08008674,6961LZ | 6
NL08008786,3862PD | 168
NL08008873,7324BA | 52
NL08008879,7241VS | 10
NL08008994,3861BN | 32
NL08009371,8252HD | 36
NL08010383,3853JK | 51
NL08010392,7274AN | 14
NL08010540,3861BN | 32
NL08010568,3846BX | 24
NL08010632,7131PG | 21
NL08010695,8071SE | 11
NL08010696,3905TC | 4
NL08010744,8071CT | 20
NL08010759,3861RJ | 33
NL08011164,7102DZ | 2
NL08011175,8084GM | 8
NL08011352,3881SM | 190
NL08011363,7202BP | 11
NL08011462,7332BD | 106
NL08011531,6814CC | 41
NL08011548,7395SB | 5
NL08011671,3851SE | 13
NL08011909,8084GS | 13
NL08012246,7381BA | 5
NL08012289,8028PK | 7
NL08012313,7371EK | 70
NL08012340,7316AL | 2
NL08012343,6581GT | 16
NL08012384,8171NT | 5
NL08012513,7336AR | 200
NL08012534,7231NN | 29
NL08012730,7332BB | 6
NL08012798,3862PZ | 9
NL08012861,3862PZ | 4
NL08012972,7217TH | 5
NL08013031,8161PH | 38
NL08013145,8161RK | 16
NL08013158,1076CV | 1
NL08013252,7131EN | 1
NL08013306,3899AN | 16
NL08013416,8084HW | 15
NL08013836,7141DC | 2
NL08013930,3848ZH | 5
NL08014128,7102DZ | 2
NL08014458,3843GA | 9
NL08014524,7091HR | 25
NL08014615,7009BE | 23
NL08014670,7324BA | 40
NL08014776,3862WJ | 6
NL08015221,3862BM | 70
NL08015229,3861BN | 32
NL08015424,3862WJ | 6
NL08015431,3848DV | 278
NL08015528,7324AR | 129
NL08015601,3845KD | 7
NL08015609,3846BB | 19
NL08015647,3861RJ | 33
NL08015664,3862BM | 70
NL08015808,3861RN | 9
NL08015851,8218MA | 6
NL08015935,1044AL | 2
NL08016025,7101PZ | 51
NL08016213,3882NE | 21
NL08016258,3846BJ | 1
NL08016335,3882TC | 10
NL08016363,3862PZ | 9
NL08016443,7418EE | 5
NL08016590,3851BB | 36
NL08016624,7332AW | 150
NL08016668,8251JP | 7
NL08016850,8081HL | 15
NL08017021,8071CT | 8
NL08017051,3846AT | 15
NL08017091,3861SN | 18
NL08017128,7384BM | 126
NL08017159,3848DP | 99
NL08017220,3882NH | 20
NL08017228,3862NR | 18
NL08017235,3862PZ | 9
NL08017289,7331VC | 53
NL08017400,3871MB | 10
NL08017417,3846AN | 5
NL08017542,3843GA | 9
NL08017688,3881BG | 8
NL08017716,7317AV | 23
NL08017727,8084GR | 2
NL08017839,3862PD | 168
NL08017917,3823LK | 30
NL08017970,1076CM | 28
NL08018070,7339HV | 14
NL08018151,3861RJ | 11
NL08018172,8071RS | 6
NL08018189,3846CA | 21
NL08018210,3882LK | 4
NL08018355,3861NC | 19
NL08018399,3851SE | 26
NL08018414,8161BL | 35
NL08018439,7141JG | 93
NL08018440,3846BN | 18
NL08018513,3843GA | 9
NL08018590,3862PZ | 9
NL08018622,8051ER | 4
NL08018626,7325WV | 242
NL08018662,3846CD | 50
NL08018692,3845MD | 1
NL08018988,3861NE | 2
NL08019073,8171BL | 59
NL08019261,3844DG | 78
NL08019264,7722KJ | 5
NL08019317,3899AN | 16
NL08019327,3851SE | 13
NL08019480,7201DJ | 6
NL08019513,3771MT | 4
NL08019628,2222AG | 55
NL08019847,3851NH | 2
NL08019895,3862BM | 70
NL08019937,8252HD | 36
NL08019970,3871AC | 107
NL08020007,1083GA | 21
NL08020117,8094SB | 78
NL08020152,3864PP | 20
NL08020204,3861RH | 11
NL08020299,3871AP | 32
NL08020381,5145RK | 23
NL08020420,3791PM | 164
NL08020421,3861RG | 35
NL08020478,8084GM | 2
NL08020529,8244GD | 111
NL08020763,3862BM | 70
NL08020807,8244GD | 111
NL08020827,4625AC | 545
NL08020842,8244GD | 111
NL08020878,3821BR | 7
NL08021121,3836PG | 14
NL08021297,7134ND | 16
NL08021301,1911EB | 69
NL08021446,8071JG | 27
NL08021450,8091CS | 486
NL08021599,5301LX | 33
NL08021677,6812AH | 68
NL08021693,1761JA | 1
NL08021830,3862RA | 5
NL08021831,8011SH | 30
NL08021871,3451EC | 4
NL08022069,3882TN | 52
NL08022082,8081HC | 36
NL08022110,7131PX | 22
NL08022161,3862CN | 149
NL08022206,4625AC | 545
NL08022218,3861SC | 22
NL08022250,3905TC | 4
NL08022257,5076RA | 10
NL08022272,3833BP | 2
NL08022274,3849BM | 1
NL08022371,3862BM | 70
NL08022518,3881MH | 10
NL08022569,3861NJ | 16
NL08022602,3861NJ | 16
NL08022645,3851RJ | 14
NL08022669,3763LB | 12
NL08022670,3763LB | 12
NL08022750,8162EG | 36
NL08022789,3851NH | 26
NL08022915,3881LW | 21
NL08022944,3843GA | 9
NL08022946,3843GA | 9
NL08022958,3843GA | 9
NL08023076,3881GA | 11
NL08023086,6741KP | 15
NL08023087,3846AR | 2
NL08023097,8256SB | 13
NL08023135,8072CN | 6
NL08023309,3899BR | 8
NL08023358,3862PZ | 9
NL08023360,3849ML | 25
NL08023362,3861PS | 2
NL08023439,3864EA | 29
NL08023480,3861RJ | 53
NL08023514,8218NK | 26
NL08023574,3848DP | 99
NL08023648,3848DV | 278
NL08023672,1075BD | 26
NL08023711,8091XK | 88
NL08023817,3843GA | 9
NL08023822,7384SB | 40
NL08023838,8091XK | 82
NL08023846,3445VV | 103
NL08023943,6883HX | 8
NL08023973,3821BR | 7
NL08024002,7102EN | 179
NL08024050,4351AX | 2
NL08024152,3845MC | 36
NL08024156,3843GA | 9
NL08024239,3836PG | 14
NL08024261,7223KA | 11
NL08024272,3851SK | 20
NL08024283,1076CV | 1
NL08024308,3853JK | 51
NL08024311,3853JK | 51
NL08024325,3861AJ | 2
NL08024390,3871JZ | 1
NL08024536,7314BZ | 1
NL08024573,3881PA | 51
NL08024617,3861BV | 29
NL08024633,3849BM | 1
NL08024670,6814KP | 21
NL08024910,7206AZ | 19
NL08024951,7241HV | 2
NL08024992,8051DG | 9
NL08025001,6824MB | 157
NL08025084,7161EB | 29
NL08025155,7391DZ | 110
NL08025175,7321CA | 54
NL08025315,7103JR | 8
NL08025385,8161CB | 2
NL08026230,7339AA | 45
NL08027672,7221CD | 28
NL08027773,7336AM | 11
NL08027912,8028PZ | 4
NL08028268,7336AZ | 12
NL08029007,7245PL | 81
NL08029122,7271CB | 2
NL08029344,7131EH | 1
NL08029701,7101AJ | 36
NL08029948,7132DT | 39
NL08030065,7131PG | 31
NL08030289,7315AB | 24
NL08030348,9403AD | 55
NL08030425,8181NL | 29
NL08030611,7324AG | 30
NL08030625,6971JK | 80
NL08030738,2288EC | 9
NL08030791,8161PH | 9
NL08030843,1043GK | 1
NL08030934,8281JH | 21
NL08031058,7161JC | 65
NL08031090,7131PZ | 2
NL08031164,8161NR | 9
NL08031176,7325WC | 10
NL08031203,7213DB | 22
NL08031303,1947HK | 169
NL08031383,6716BK | 5
NL08031427,7317AW | 41
NL08031525,7345BA | 17
NL08031780,6961LZ | 6
NL08031781,6961LZ | 6
NL08031911,7255AG | 13
NL08031998,7336AR | 200
NL08032095,7131DJ | 2
NL08032365,7336AR | 200
NL08032657,8084CE | 40
NL08032779,7141DC | 18
NL08032856,8161PH | 7
NL08033047,7141JG | 93
NL08033048,7141JG | 93
NL08033388,7325DZ | 524
NL08033402,8161NR | 9
NL08033515,8051ER | 4
NL08033633,7333NP | 100
NL08033759,6541DC | 8
NL08033803,8171NT | 5
NL08033804,8171NT | 5
NL08033805,8171NT | 5
NL08033936,7336AR | 200
NL08033956,8181BG | 7
NL08034266,7332BE | 19
NL08034489,7345BA | 17
NL08034518,7101AJ | 36
NL08034634,6961KW | 37
NL08034687,7102DZ | 2
NL08034902,7345BA | 17
NL08034922,7323RW | 1
NL08034923,8181NR | 6
NL08034992,3818LA | 7
NL08035018,7471LV | 14
NL08035049,7041GA | 20
NL08035206,3621ZA | 7
NL08035319,7333PB | 100
NL08035333,7324AG | 30
NL08035361,7201DJ | 6
NL08035620,6961LB | 30
NL08035669,3768MJ | 10
NL08035771,7102EN | 165
NL08035815,7311ER | 88
NL08036180,7300RW | 1
NL08036213,7141JG | 93
NL08036357,7218NB | 22
NL08036376,3861SN | 18
NL08036472,7324BD | 4
NL08036664,7332BB | 6
NL08036742,8171BT | 1
NL08036754,7311AS | 24
NL08036860,6814JH | 1
NL08036909,7311AL | 20
NL08037005,7315AB | 24
NL08037028,7336AR | 200
NL08037238,7241DH | 7
NL08037308,7327AC | 20
NL08037385,7151MR | 52
NL08037522,2132HB | 25
NL08037632,7328JK | 28
NL08037644,3295KH | 2
NL08037645,3295KH | 2
NL08037657,7161GW | 159
NL08037658,7161GW | 159
NL08037746,7101ND | 25
NL08037812,7333PB | 100
NL08038035,7396BM | 93
NL08038102,8161CA | 16
NL08038155,8161PM | 2
NL08038156,8161PM | 2
NL08038205,7328JK | 28
NL08038266,7328JK | 28
NL08038278,7336AR | 200
NL08038301,6961LZ | 9
NL08038468,7241JK | 87
NL08038650,7102DZ | 11
NL08038774,7151MR | 52
NL08038779,6971BW | 20
NL08038836,8181BG | 7
NL08038977,6961KW | 37
NL08039423,8181PD | 1
NL08039460,7261AS | 24
NL08039533,7332BE | 19
NL08039587,3791PM | 164
NL08039643,7274AN | 14
NL08039669,7091ZZ | 23
NL08039735,7102EN | 179
NL08039944,7336BB | 73
NL08039977,8161AT | 15
NL08040004,3818WN | 31
NL08040010,7391KA | 1
NL08040095,7141DH | 6
NL08040133,4818JJ | 96
NL08040301,7384CP | 10
NL08040305,6961LZ | 9
NL08040486,7332AN | 109
NL08040650,7135JV | 10
NL08040742,3826PA | 9
NL08040752,7152BD | 13
NL08040881,7391MK | 145
NL08040910,7131PE | 18
NL08040937,6814KP | 21
NL08041015,7213AN | 50
NL08041110,3295KH | 2
NL08041154,7161GW | 159
NL08041286,7315AB | 24
NL08041344,7391KA | 1
NL08041396,7336AZ | 12
NL08041413,7332AW | 150
NL08041657,7391AM | 23
NL08041740,7346AA | 90
NL08041889,8278AB | 23
NL08041986,7245PJ | 67
NL08042189,6964CJ | 16
NL08042245,2132HB | 15
NL08042385,8181LA | 1
NL08042543,7312EC | 2
NL08042583,7361CX | 4
NL08042619,3224CM | 9
NL08042707,7384AS | 17
NL08042708,7391TZ | 1
NL08042751,7241MB | 127
NL08042756,7202BP | 11
NL08042820,7241PA | 27
NL08042837,7102EN | 165
NL08043003,8181BH | 8
NL08043148,7141JJ | 70
NL08043560,8084HW | 15
NL08043719,7339AA | 45
NL08044113,7141DW | 91
NL08044153,8028PS | 2
NL08044210,7324BD | 4
NL08044405,7332BB | 6
NL08044529,7361CT | 9
NL08044546,8171LE | 113
NL08044575,7223DP | 2
NL08044581,7131EH | 1
NL08044732,7223DP | 2
NL08044924,6964CJ | 16
NL08045022,7332AN | 109
NL08045076,3851SE | 26
NL08045129,2012JB | 15
NL08045237,8181CT | 4
NL08045408,7396BM | 93
NL08045410,3708JA | 17
NL08045713,8191KT | 3
NL08045746,8051DG | 9
NL08045846,7333NX | 2
NL08045867,8171MC | 1
NL08045922,1271AW | 75
NL08045950,7132DT | 39
NL08045965,8181NL | 29
NL08046113,7141JG | 93
NL08046114,7141JG | 93
NL08046201,8162CW | 14
NL08046208,7323RW | 1
NL08046223,6843NW | 20
NL08046332,7101AJ | 36
NL08046334,7202CN | 11
NL08046441,8162CW | 14
NL08046470,7201HB | 12
NL08046657,8171MD | 25
NL08046790,8171CW | 6
NL08046894,3755LD | 108
NL08046920,8181NL | 29
NL08046966,7323RW | 1
NL08047216,7313CA | 99
NL08047384,7551KW | 1
NL08047493,8084CE | 40
NL08047538,7101BN | 22
NL08047554,8721GK | 28
NL08048056,7141DW | 91
NL08048098,1075AZ | 21
NL08048126,8181NL | 29
NL08048257,8051AW | 14
NL08048264,7384DL | 46
NL08048392,8161CA | 16
NL08048430,7609RD | 10
NL08048555,7255KP | 8
NL08048557,7221BR | 27
NL08048609,7241GE | 26
NL08048699,7324AK | 72
NL08048747,7241CW | 12
NL08048946,7391TZ | 1
NL08049037,7202CN | 11
NL08049039,7202CN | 11
NL08049065,3062MB | 30
NL08049074,7202CN | 17
NL08049090,7391AM | 45
NL08049170,7241VS | 10
NL08049205,1077AS | 153
NL08049288,8051PN | 1
NL08049291,6971JK | 80
NL08049299,7271PB | 1
NL08049303,1043GP | 103
NL08049376,7134ND | 16
NL08049460,7391AM | 23
NL08049602,8181NL | 29
NL08049607,6825ME | 725
NL08049872,7315AB | 24
NL08049876,7241HV | 2
NL08050077,7202BC | 7
NL08050158,7391KA | 1
NL08050218,3888MX | 60
NL08050235,7261AK | 1
NL08050257,7221BR | 27
NL08050282,7332BE | 9
NL08050283,7332BE | 9
NL08050320,7213AK | 45
NL08050418,1043GP | 103
NL08050524,3994VZ | 5
NL08050576,1112XC | 1042
NL08050578,1075BD | 26
NL08050736,7345CR | 51
NL08050783,7223KE | 3
NL08050787,7102DZ | 22
NL08050877,7134ND | 16
NL08051000,7391MK | 145
NL08051043,7314AK | 14
NL08051102,7102EJ | 1
NL08051187,7131GC | 13
NL08051218,7336AM | 11
NL08051259,8161PM | 2
NL08051409,7314AK | 14
NL08051421,8181NL | 29
NL08051545,7312GT | 278
NL08051720,7202CA | 101
NL08051721,6964CJ | 16
NL08051737,7602KE | 145
NL08051836,6651KR | 39
NL08051888,7361CT | 9
NL08051927,7161KL | 26
NL08051928,7161RL | 1
NL08051986,7324BA | 44
NL08052073,7411TH | 111
NL08052118,7311PD | 46
NL08052141,8028PS | 2
NL08052144,1018PJ | 157
NL08052145,1018PJ | 157
NL08052182,7316CM | 10
NL08052237,7161AA | 5
NL08052269,8014AE | 129
NL08052346,7271PB | 1
NL08052414,7316CJ | 36
NL08052421,8181BJ | 2
NL08052459,8181EW | 34
NL08052475,4814RA | 5192
NL08052692,1947HK | 169
NL08052781,7101JC | 3
NL08052793,2031BA | 15
NL08053082,7325WT | 319
NL08053215,7141DH | 6
NL08053232,7251BH | 11
NL08053234,7241MB | 127
NL08053251,7137MJ | 53
NL08053253,8077SN | 32
NL08053294,7255AG | 13
NL08053334,7103JR | 8
NL08053336,7102EE | 56
NL08053339,7102EJ | 1
NL08053410,7333NP | 20
NL08053537,6961GH | 41
NL08053550,7315DE | 211
NL08053927,7314AG | 59
NL08053982,7231RE | 8
NL08054008,8263CJ | 6
NL08054040,1015HK | 35
NL08054119,7251AK | 2
NL08054351,3871AC | 107
NL08054388,7391AL | 44
NL08054402,8161PM | 2
NL08054482,7131MP | 6
NL08054641,3861RN | 9
NL08054738,7336AM | 11
NL08054812,7241PR | 5
NL08054828,7316CZ | 29
NL08054875,3861SK | 14
NL08054993,3871AW | 105
NL08055004,7261NM | 1
NL08055035,8094SB | 78
NL08055048,7609RD | 10
NL08055089,8302MB | 27
NL08055151,1251KP | 70
NL08055255,3823LK | 30
NL08055261,3851PX | 6
NL08055366,7316MP | 1
NL08055412,7274DW | 2
NL08055426,7391AL | 54
NL08055584,7336BB | 73
NL08056114,8161NW | 32
NL08056194,7141DW | 91
NL08056198,1271WP | 49
NL08056394,7141JJ | 70
NL08056525,3843GA | 9
NL08056528,8256SM | 7
NL08056562,7131EN | 2
NL08056590,3861PN | 76
NL08056672,6811BP | 5
NL08056708,7325AC | 79
NL08056867,3881PT | 2
NL08056899,6825ME | 725
NL08057010,7314AG | 59
NL08057066,7213VT | 12
NL08057143,7381BA | 5
NL08057144,3861SG | 14
NL08057512,7475NH | 8
NL08057560,8071BZ | 42
NL08057628,8094SB | 78
NL08057632,6988BM | 2
NL08057638,8181RC | 1
NL08057640,8181RC | 1
NL08057641,8181RC | 1
NL08057698,8181NL | 29
NL08057712,7055AW | 11
NL08057992,3862RA | 5
NL08057993,3899BN | 22
NL08057994,3862RA | 5
NL08058046,7411TH | 109
NL08058182,7391AM | 45
NL08058238,7206AZ | 19
NL08058276,7317AV | 23
NL08058362,7371EK | 70
NL08058401,7102AM | 6
NL08058561,7202CP | 4
NL08058711,3846CE | 37
NL08058814,1076CV | 1
NL08058979,7261AK | 1
NL08059107,3862CG | 22
NL08059176,8051PN | 1
NL08059355,7131PX | 22
NL08059375,8218NK | 26
NL08059464,8181RC | 1
NL08059512,6986AH | 12
NL08059621,7207BJ | 29
NL08059637,7251BH | 11
NL08059668,1322CK | 31
NL08059738,7251ML | 20
NL08059748,8181NL | 29
NL08059766,3882NH | 20
NL08059903,7333NS | 48
NL08059926,6718XN | 40
NL08059983,7411TH | 109
NL08060078,1861TA | 19
NL08060176,6811BP | 5
NL08060183,7314AG | 59
NL08060187,7314AG | 59
NL08060295,7101JC | 3
NL08060300,7313CC | 137
NL08060329,7391KA | 1
NL08060403,3833BP | 2
NL08060448,8171NT | 5
NL08060488,3861RJ | 53
NL08060693,7102JM | 6
NL08060783,3844DD | 25
NL08060801,7336AM | 11
NL08060812,3846AT | 15
NL08060858,7324AK | 108
NL08060876,7411PS | 9
NL08060904,3823LK | 30
NL08061280,7151HZ | 18
NL08061356,3862CG | 22
NL08061390,6666MA | 33
NL08061401,7156NR | 15
NL08061410,7336AR | 200
NL08061418,7241VS | 10
NL08061475,3846CC | 47
NL08061534,3818WP | 12
NL08061606,3848CB | 59
NL08061772,3151HV | 32
NL08061835,1057KH | 62
NL08061956,1271VR | 2
NL08061957,8028PK | 7
NL08061958,7943CG | 9
NL08061979,7324BA | 52
NL08061983,7141BK | 45
NL08062116,3871AW | 97
NL08062117,3871AW | 97
NL08062166,3846AT | 20
NL08062208,3162TL | 33
NL08062228,8071RR | 3
NL08062371,7327AC | 36
NL08062465,8161CA | 16
NL08062562,7131PZ | 2
NL08062609,7471LV | 14
NL08062672,8084GR | 2
NL08062695,9711RS | 12
NL08062700,3842DR | 23
NL08062784,3853LK | 69
NL08062785,2244BW | 6
NL08062805,7161AD | 2
NL08062963,7315BN | 69
NL08062980,7325WC | 14
NL08063099,8161CB | 2
NL08063107,2272TK | 4
NL08063253,7411TH | 109
NL08063274,7035AG | 6
NL08063327,8181NL | 29
NL08063329,8181NL | 29
NL08063333,8181NL | 29
NL08063334,8181NL | 29
NL08063338,8181NL | 29
NL08063354,7324BD | 4
NL08063355,7324BD | 4
NL08063369,7741KP | 10
NL08063456,7325WT | 299
NL08063496,3818EE | 213
NL08063556,4191NZ | 56
NL08063590,3451EC | 4
NL08063661,7261AK | 1
NL08063662,7261AK | 1
NL08063728,8071CW | 70
NL08063760,1097JB | 200
NL08063879,7324BW | 23
NL08063880,7324BW | 23
NL08063972,7005AN | 35
NL08064049,7325WC | 20
NL08064050,7325WC | 20
NL08064051,3454PT | 47
NL08064144,7241PA | 27
NL08064159,7345CP | 5
NL08064214,7317BD | 88
NL08064282,7312SN | 154
NL08064339,8071PH | 11
NL08064388,7345CR | 51
NL08064523,8091XK | 82
NL08064673,3833BP | 2
NL08064753,3843GA | 9
NL08065031,3881PA | 51
NL08065036,6883JP | 16
NL08065111,3851RT | 14
NL08065158,7241VR | 84
NL08065218,7141DH | 6
NL08065242,7215AD | 77
NL08065255,8181PD | 1
NL08065267,7391KA | 1
NL08065371,3871MB | 10
NL08065542,7202CN | 11
NL08065575,6961KW | 37
NL08065581,7102DZ | 11
NL08065609,6961KW | 37
NL08065705,7141JG | 93
NL08065706,7141JG | 93
NL08065732,3881BS | 34
NL08065949,5145RK | 23
NL08065962,8072GG | 1
NL08065983,3846CE | 37
NL08066132,7345CP | 15
NL08066133,7345CP | 15
NL08066178,6211KB | 6
NL08066184,1613AG | 26
NL08066338,7314AG | 59
NL08066383,3861RJ | 53
NL08066431,7315BN | 69
NL08066445,8051NW | 3
NL08066465,7141DH | 6
NL08066480,7241CJ | 5
NL08066538,8024AA | 16
NL08066584,7475NH | 8
NL08066642,6861BR | 38
NL08066659,8162NG | 11
NL08066768,7316CP | 11
NL08066953,7075DC | 21
NL08066974,3603AX | 46
NL08067058,2132WV | 15
NL08067128,7396NC | 60
NL08067158,3862BM | 70
NL08067163,3881LW | 21
NL08067165,3881LW | 21
NL08067168,3881LW | 21
NL08067707,3743HN | 13
NL08067709,7324AZ | 3
NL08067805,7241VS | 10
NL08067823,7435PT | 4
NL08067865,3846BP | 2
NL08067876,6515AS | 23
NL08067986,7491MJ | 24
NL08068003,3845GJ | 99
NL08068097,3861RJ | 33
NL08068100,3861RJ | 33
NL08068101,3861RJ | 33
NL08068134,7381BA | 5
NL08068150,6971BW | 20
NL08068176,3862BM | 70
NL08068300,7207BJ | 27
NL08068303,3833BP | 2
NL08068304,3833BP | 2
NL08068305,3833BP | 2
NL08068318,6883HX | 8
NL08068322,7336AR | 200
NL08068327,8071SC | 7
NL08068358,7161GW | 159
NL08068365,8162NJ | 3
NL08068382,1077BE | 106
NL08068407,3905TC | 4
NL08068429,2515VZ | 160
NL08068513,7336AR | 200
NL08068617,2612PA | 2
NL08068658,7134PM | 14
NL08068673,7241DH | 7
NL08068779,8181JJ | 36
NL08068811,3862RA | 5
NL08068841,1081KM | 109
NL08068881,1181VX | 4
NL08068951,8084GW | 20
NL08069064,4158EA | 51
NL08069238,7391XX | 4
NL08069254,8161PH | 38
NL08069255,8161PH | 38
NL08069260,3861VX | 8
NL08069453,3846AK | 39
NL08069506,7255MA | 72
NL08069507,7255MA | 72
NL08069544,7322JM | 101
NL08069566,3447GK | 10
NL08069575,8071JG | 27
NL08069588,1076CV | 1
NL08069609,1077XX | 485
NL08069624,4814AB | 2
NL08069776,7361GT | 10
NL08069920,7241VS | 10
NL08069971,6824MB | 157
NL08070004,7324AK | 108
NL08070157,7391TR | 59
NL08070391,7313GV | 13
NL08070414,3771MT | 4
NL08070513,7315BN | 69
NL08070581,8076RA | 37
NL08070676,3771NG | 10
NL08070719,2132WV | 15
NL08070916,7327AD | 15
NL08071077,7102DZ | 15
NL08071079,7201NR | 42
NL08071201,8171MD | 25
NL08071256,1272JD | 110
NL08071310,1406LM | 7
NL08071396,3905KZ | 36
NL08071397,3905KZ | 36
NL08071398,7346AH | 140
NL08071463,3882PD | 35
NL08071575,7384SB | 40
NL08071733,3707NH | 2
NL08071861,2132WV | 15
NL08071945,8084AB | 30
NL08071962,8025BX | 17
NL08072052,3851BB | 36
NL08072073,7207NR | 14
NL08072076,7161EB | 29
NL08072122,8181BJ | 2
NL08072127,7131EH | 1
NL08072176,7331VC | 53
NL08072177,7331VC | 53
NL08072184,3846BN | 18
NL08072185,3846BN | 18
NL08072297,7321CA | 54
NL08072302,7206AZ | 19
NL08072304,7206AZ | 19
NL08072361,7241VS | 10
NL08072411,3862VB | 39
NL08072424,8051KE | 2
NL08072533,3861NJ | 16
NL08072609,9207JT | 3
NL08072617,7391TR | 62
NL08072619,7391TR | 62
NL08072651,7231NN | 29
NL08072886,7333PB | 100
NL08072895,7325EW | 3
NL08072935,5521DK | 1
NL08072948,3771MT | 4
NL08072970,8723HC | 21
NL08072974,8181NR | 6
NL08072981,3771NA | 23
NL08073034,7371EK | 70
NL08073066,8097PC | 25
NL08073086,3843GA | 9
NL08073150,7737PG | 48
NL08073202,7102ED | 10
NL08073262,5521DK | 1
NL08073327,8251RX | 7
NL08073438,7051CS | 21
NL08073583,3846CE | 21
NL08073586,8181BH | 8
NL08073599,9684AT | 1
NL08073629,7336AR | 200
NL08073669,7332BP | 73
NL08073809,3818EE | 213
NL08073829,3905KZ | 36
NL08073855,7391HJ | 1
NL08073970,7102ED | 10
NL08073974,7141AM | 26
NL08074016,7131PG | 21
NL08074018,5622AC | 72
NL08074059,4001RK | 1
NL08074079,4001RK | 1
NL08074080,3851BB | 36
NL08074081,3851BB | 36
NL08074085,3851BB | 36
NL08074086,3853ME | 5
NL08074097,9723JE | 2
NL08074119,3844DD | 25
NL08074183,3846BS | 16
NL08074195,6961EG | 74
NL08074196,7131ND | 4
NL08074216,7437AJ | 16
NL08074218,7207NR | 14
NL08074229,3871MS | 18
NL08074265,3861RJ | 33
NL08074269,9403AD | 55
NL08074444,3864NJ | 164
NL08074514,7206AZ | 19
NL08074557,7335JP | 11
NL08074595,7131MP | 6
NL08074599,8071RB | 31
NL08074605,8162NG | 11
NL08074666,7241DE | 7
NL08074721,3882BV | 120
NL08074759,7161AA | 5
NL08074763,7102ED | 10
NL08074820,7101AJ | 36
NL08074969,6811BP | 5
NL08074973,7005BK | 29
NL08074994,7231PE | 1
NL08075066,3861RJ | 33
NL08075116,3861RJ | 33
NL08075152,3882AT | 4
NL08075281,7217TH | 5
NL08075305,7314PS | 32
NL08075322,3846AT | 15
NL08075331,7316CM | 10
NL08075438,7311AS | 24
NL08075506,7314AH | 67
NL08075507,7314AH | 67
NL08075510,3882TN | 52
NL08075587,3818KG | 22
NL08075759,7101AJ | 36
NL08075790,7327AZ | 10
NL08075794,1506LB | 2
NL08075824,7241VS | 10
NL08075884,3861NJ | 16
NL08075963,7331HC | 31
NL08076068,5656AG | 92
NL08076069,8161BR | 12
NL08076154,3751CB | 45
NL08076234,3881HB | 12
NL08076252,3871AC | 107
NL08076253,3871AC | 107
NL08076256,3871AC | 107
NL08076294,8171EH | 26
NL08076311,6825MC | 251
NL08076332,3862WJ | 6
NL08076388,8071RS | 6
NL08076396,3862PD | 168
NL08076412,7361GT | 10
NL08076642,7321CA | 54
NL08076839,6718XZ | 2
NL08077000,1406KA | 1
NL08077009,7333NP | 20
NL08077015,7325AB | 12
NL08077055,3774TA | 26
NL08077329,8094SB | 78
NL08077383,7411HW | 25
NL08077472,6717LZ | 2
NL08077547,7411SK | 1
NL08077685,7322JJ | 45
NL08077773,8084AM | 3
NL08077821,8091XK | 82
NL08077824,8091XK | 82
NL08077826,8091XK | 82
NL08077835,8161BL | 35
NL08077867,3844DG | 78
NL08077996,8084GM | 2
NL08077997,8084GM | 2
NL08077998,8084GM | 2
NL08078001,8084GM | 2
NL08078014,3846CD | 78
NL08078182,7241CW | 12
NL08078254,8171MB | 34
NL08078272,6718XN | 40
NL08078342,8071PH | 11
NL08078475,3845MD | 1
NL08078479,3723JR | 18
NL08078515,3852MB | 100
NL08078730,8171NS | 25
NL08078818,7421ET | 49
